,customers_id,recêncy,first_purchase,frequency,amount
5076,87470,512,2963,19,31.57894736842105
5077,87480,1387,2963,2,20.0
5078,87490,2963,2963,1,30.0
5079,87500,2963,2963,1,100.0
5080,87550,17,2962,7,27.142857142857142
5081,87560,2962,2962,1,30.0
5082,87570,2962,2962,1,30.0
5083,87580,2962,2962,1,30.0
5084,87590,2962,2962,1,30.0
5085,87600,2962,2962,1,20.0
5086,87680,2961,2961,1,15.0
5087,87690,2173,2961,4,25.0
5088,87700,2961,2961,1,30.0
5089,87710,2961,2961,1,100.0
5090,87720,2961,2961,1,100.0
5091,87730,2116,2961,3,56.666666666666664
5092,87740,619,2961,18,35.833333333333336
5093,87750,2961,2961,1,30.0
5094,87760,2407,2961,2,22.5
5095,87770,2961,2961,1,150.0
5096,87780,409,2961,2,37.5
5097,87790,63,2961,3,500.0
5098,87800,2961,2961,1,15.0
5099,87810,2438,2961,2,55.0
5100,87820,731,2961,7,31.428571428571427
5101,87830,2961,2961,1,40.0
5102,87840,2961,2961,1,25.0
5103,87850,1387,2961,3,66.66666666666667
5104,87870,2961,2961,1,150.0
5105,87880,856,2961,7,42.142857142857146
5106,87890,1640,2961,7,16.428571428571427
5107,87900,2557,2961,3,56.666666666666664
5108,87910,2961,2961,1,25.0
5109,87920,2961,2961,1,30.0
5110,87930,2577,2961,2,30.0
5111,87940,1462,2961,3,33.333333333333336
5112,87950,793,2961,3,23.333333333333332
5113,87960,546,2961,8,31.25
5114,87970,2961,2961,1,20.0
5115,87980,2961,2961,1,30.0
5116,87990,8,2961,9,30.555555555555557
5117,88000,2961,2961,1,40.0
5118,88010,2233,2961,2,45.0
5119,88020,2557,2961,2,30.0
5120,88030,2247,2961,2,37.5
5121,88040,1120,2961,4,22.5
5122,88050,2961,2961,1,150.0
5123,88060,2667,2961,2,15.0
5124,88070,982,2961,9,46.111111111111114
5125,88080,1857,2961,4,80.0
5126,88090,2961,2961,1,15.0
5127,88100,44,2961,6,91.66666666666667
5128,88110,2961,2961,1,15.0
5129,88120,2923,2961,2,15.0
5130,88130,2557,2961,2,30.0
5131,88150,2961,2961,1,50.0
5132,88170,2806,2961,2,20.0
5133,88200,1465,2961,9,51.666666666666664
5134,88310,2956,2956,1,5.0
5135,88320,1359,2956,2,45.0
5136,88330,2956,2956,1,15.0
5137,88340,2956,2956,1,20.0
5138,88350,2464,2956,3,28.333333333333332
5139,88360,2956,2956,1,20.0
5140,88370,1,2956,9,16.11111111111111
5141,88390,2956,2956,1,25.0
5142,88400,62,2956,8,20.0
5143,88410,2956,2956,1,30.0
5144,88420,2956,2956,1,30.0
5145,88430,2956,2956,1,25.0
5146,88440,2956,2956,1,10.0
5147,88450,429,2956,2,30.0
5148,88460,1717,2956,5,30.0
5149,88470,409,2956,4,125.0
5150,88480,42,2956,5,67.0
5151,88490,34,2956,4,47.5
5152,88500,1785,2956,3,50.0
5153,88510,2211,2956,3,36.666666666666664
5154,88520,1493,2956,5,34.0
5155,88530,119,2956,9,86.66666666666667
5156,88540,1892,2956,4,15.0
5157,88550,2759,2956,2,45.0
5158,88560,1387,2956,8,34.375
5159,88570,2450,2956,2,30.0
5160,88580,735,2956,6,34.166666666666664
5161,88590,218,2956,3,23.333333333333332
5162,88600,3,2956,3,233.33333333333334
5163,88610,22,2956,5,76.0
5164,88620,6,2956,9,16.444444444444443
5165,88630,2009,2956,5,120.0
5166,88640,1465,2956,5,63.0
5167,88650,2956,2956,1,30.0
5168,88660,2956,2956,1,60.0
5169,88670,373,2956,8,31.25
5170,88680,2956,2956,1,50.0
5171,88690,1126,2956,3,30.0
5172,88700,2956,2956,1,30.0
5173,88710,141,2956,7,35.714285714285715
5174,88720,2557,2956,2,30.0
5175,88730,731,2955,2,100.0
5176,88760,1827,2955,3,23.333333333333332
5177,88770,2955,2955,1,25.0
5178,88780,2955,2955,1,20.0
5179,88800,2955,2955,1,30.0
5180,88820,2058,2955,2,50.0
5181,88830,2955,2955,1,10.0
5182,88900,2954,2954,1,50.0
5183,88910,30,2954,9,44.44444444444444
5184,88920,387,2954,2,30.0
5185,88930,1827,2954,4,15.0
5186,88940,15,2954,10,23.0
5187,88950,164,2954,9,102.22222222222223
5188,88960,2044,2954,4,55.0
5189,88970,379,2954,9,89.44444444444444
5190,88980,2211,2954,3,33.333333333333336
5191,88990,265,2954,12,23.333333333333332
5192,89000,2822,2954,2,60.0
5193,89010,422,2954,5,52.0
5194,89020,2954,2954,1,30.0
5195,89030,2270,2954,3,18.333333333333332
5196,89040,2954,2954,1,50.0
5197,89050,309,2954,10,49.5
5198,89060,374,2954,7,17.142857142857142
5199,89070,2633,2954,2,55.0
5200,89080,1393,2954,3,38.333333333333336
5201,89100,2954,2954,1,60.0
5202,89110,231,2954,3,220.0
5203,89120,2954,2954,1,60.0
5204,89130,91,2954,10,34.0
5205,89140,2954,2954,1,25.0
5206,89150,1115,2954,7,60.0
5207,89170,2577,2954,2,150.0
5208,89180,1442,2954,3,25.0
5209,89190,2954,2954,1,20.0
5210,89220,2949,2949,1,40.0
5211,89230,379,2949,7,32.857142857142854
5212,89240,2949,2949,1,30.0
5213,89250,731,2949,6,23.333333333333332
5214,89260,2949,2949,1,20.0
5215,89270,750,2949,7,100.0
5216,89280,2949,2949,1,15.0
5217,89290,209,2949,12,30.0
5218,89300,100,2949,9,30.0
5219,89310,2557,2949,2,30.0
5220,89320,2256,2949,4,70.0
5221,89330,2949,2949,1,30.0
5222,89340,1385,2949,2,35.0
5223,89350,2949,2949,1,30.0
5224,89360,15,2949,9,75.55555555555556
5225,89370,576,2949,4,37.5
5226,89380,2009,2949,4,65.0
5227,89390,731,2949,3,150.0
5228,89410,1096,2192,2,30.0
5229,89420,2949,2949,1,100.0
5230,89430,2949,2949,1,150.0
5231,89450,2947,2947,1,50.0
5232,89460,1466,2947,4,28.75
5233,89470,1470,2947,5,75.0
5234,89490,17,2947,8,142.5
5235,89500,2947,2947,1,60.0
5236,89510,2947,2947,1,30.0
5237,89520,1491,2947,5,92.0
5238,89530,2947,2947,1,25.0
5239,89540,2947,2947,1,30.0
5240,89550,2050,2947,2,40.0
5241,89560,3,2947,9,30.0
5242,89570,2947,2947,1,30.0
5243,89580,1,2947,4,27.5
5244,89590,231,2947,8,176.25
5245,89600,2947,2947,1,20.0
5246,89610,1324,2947,2,50.0
5247,89630,2,2947,21,20.476190476190474
5248,89650,2,2942,8,121.875
5249,89660,2942,2942,1,40.0
5250,89670,2942,2942,1,20.0
5251,89680,2942,2942,1,20.0
5252,89690,337,2942,6,38.333333333333336
5253,89700,2942,2942,1,25.0
5254,89710,2044,2942,2,40.0
5255,89720,1700,2942,3,58.333333333333336
5256,89730,2942,2942,1,100.0
5257,89740,8,2942,9,51.111111111111114
5258,89750,995,2942,6,93.33333333333333
5259,89760,2942,2942,1,30.0
5260,89770,1469,2942,5,23.0
5261,89780,10,2942,9,194.44444444444446
5262,89790,889,2942,3,93.33333333333333
5263,89800,1904,2942,4,55.0
5264,89820,2079,2941,2,20.0
5265,89850,2557,2941,2,17.5
5266,89860,2941,2941,1,25.0
5267,89870,191,2941,2,75.0
5268,89880,2941,2941,1,100.0
5269,89890,2941,2941,1,30.0
5270,89900,814,2941,5,64.0
5271,89920,2940,2940,1,30.0
5272,89930,2940,2940,1,30.0
5273,89940,625,2940,7,28.571428571428573
5274,89950,2940,2940,1,30.0
5275,89960,2940,2940,1,50.0
5276,89970,792,2940,4,58.75
5277,89980,24,2940,9,103.88888888888889
5278,89990,366,2940,5,17.0
5279,90000,2940,2940,1,30.0
5280,90010,2557,2940,2,50.0
5281,90020,2940,2940,1,10.0
5282,90030,2940,2940,1,30.0
5283,90040,2940,2940,1,20.0
5284,90050,1462,2940,4,33.75
5285,90060,2634,2940,2,40.0
5286,90070,2940,2940,1,25.0
5287,90080,2940,2940,1,30.0
5288,90090,2940,2940,1,40.0
5289,90100,58,2940,12,36.666666666666664
5290,90110,2940,2940,1,20.0
5291,90130,1,2935,9,79.44444444444444
5292,90140,2935,2935,1,15.0
5293,90150,2935,2935,1,30.0
5294,90160,2935,2935,1,40.0
5295,90180,9,2935,8,60.0
5296,90190,1462,2935,4,45.0
5297,90200,343,2935,8,23.75
5298,90210,2935,2935,1,25.0
5299,90220,2935,2935,1,30.0
5300,90230,119,2935,9,48.333333333333336
5301,90240,44,2935,5,18.0
5302,90250,239,2935,5,33.0
5303,90260,2935,2935,1,15.0
5304,90270,1364,2935,2,30.0
5305,90280,2368,2935,2,30.0
5306,90290,2935,2935,1,25.0
5307,90300,2935,2935,1,40.0
5308,90310,2935,2935,1,60.0
5309,90320,52,2935,9,166.66666666666666
5310,90330,9,2935,12,47.916666666666664
5311,90340,2935,2935,1,20.0
5312,90350,2935,2935,1,10.0
5313,90360,24,2935,6,83.33333333333333
5314,90370,2935,2935,1,15.0
5315,90380,1465,2935,5,26.0
5316,90390,2934,2934,1,30.0
5317,90400,1,2934,5,48.0
5318,90410,2934,2934,1,20.0
5319,90420,2934,2934,1,10.0
5320,90430,974,2934,4,33.75
5321,90440,1401,2934,3,30.0
5322,90450,2567,2934,2,50.0
5323,90460,2934,2934,1,25.0
5324,90470,2934,2934,1,15.0
5325,90480,372,2934,8,26.25
5326,90490,2192,2933,2,17.5
5327,90500,366,2933,7,26.428571428571427
5328,90510,2933,2933,1,50.0
5329,90520,1465,2933,3,55.0
5330,90530,1096,2933,2,100.0
5331,90540,2933,2933,1,25.0
5332,90550,9,2933,9,100.0
5333,90560,1,2933,10,60.0
5334,90570,2933,2933,1,25.0
5335,90580,2570,2933,2,40.0
5336,90590,71,2933,4,43.75
5337,90600,2933,2933,1,15.0
5338,90610,2933,2933,1,40.0
5339,90630,2933,2933,1,15.0
5340,90640,2933,2933,1,25.0
5341,90650,1491,2933,3,10.0
5342,90660,2557,2933,2,30.0
5343,90670,2933,2933,1,200.0
5344,90680,30,2933,9,100.0
5345,90690,2933,2933,1,25.0
5346,90700,2933,2933,1,150.0
5347,90710,819,2933,7,250.0
5348,90730,2932,2932,1,30.0
5349,90750,731,2927,7,20.0
5350,90760,2927,2927,1,20.0
5351,90770,42,2927,7,57.142857142857146
5352,90780,1542,2927,5,50.0
5353,90790,1,2927,9,177.77777777777777
5354,90800,80,2927,6,46.666666666666664
5355,90810,2927,2927,1,25.0
5356,90820,2927,2927,1,15.0
5357,90830,290,2927,6,258.3333333333333
5358,90840,2207,2927,3,31.666666666666668
5359,90850,2927,2927,1,20.0
5360,90860,1836,2927,3,30.0
5361,90870,2927,2927,1,15.0
5362,90880,2927,2927,1,10.0
5363,90890,3,2927,7,20.0
5364,90900,2927,2927,1,100.0
5365,90910,2102,2927,2,20.0
5366,90920,59,2927,10,237.7
5367,90930,2927,2927,1,100.0
5368,90940,218,2927,7,357.14285714285717
5369,90960,24,2927,18,42.5
5370,90980,1,2927,8,297.5
5371,90990,2926,2926,1,25.0
5372,91000,2121,2926,3,28.333333333333332
5373,91010,366,2926,8,31.25
5374,91020,280,2926,3,46.666666666666664
5375,91030,42,2926,10,57.5
5376,91040,1104,2926,6,33.333333333333336
5377,91050,3,2926,5,32.0
5378,91060,15,2926,9,32.77777777777778
5379,91070,2926,2926,1,10.0
5380,91080,2926,2926,1,30.0
5381,91090,2926,2926,1,60.0
5382,91100,1827,2926,3,86.66666666666667
5383,91110,1,2926,3,30.0
5384,91120,1167,2843,5,76.0
5385,91130,2926,2926,1,25.0
5386,91140,367,2926,10,50.5
5387,91150,1848,2926,3,63.333333333333336
5388,91160,1149,2925,11,54.54545454545455
5389,91210,389,2924,6,250.0
5390,91220,732,2924,7,120.71428571428571
5391,91240,2923,2923,1,50.0
5392,91250,15,2923,7,30.0
5393,91260,1473,2923,4,83.75
5394,91270,2923,2923,1,30.0
5395,91280,2923,2923,1,30.0
5396,91290,1097,2923,6,28.333333333333332
5397,91310,9,2923,8,57.5
5398,91320,2923,2923,1,50.0
5399,91340,1096,2923,2,25.0
5400,91350,2923,2923,1,40.0
5401,91360,2923,2923,1,20.0
5402,91370,1378,2923,2,27.5
5403,91380,1387,2923,4,27.5
5404,91390,2923,2923,1,50.0
5405,91400,2923,2923,1,50.0
5406,91410,1,2923,9,30.0
5407,91420,2923,2923,1,50.0
5408,91430,415,2923,6,60.0
5409,91440,2923,2923,1,15.0
5410,91460,1827,2923,4,21.25
5411,91470,1,2923,9,37.77777777777778
5412,91480,1462,2923,5,28.0
5413,91490,1848,2923,3,15.0
5414,91500,155,2923,7,175.71428571428572
5415,91510,2557,2923,2,45.0
5416,91520,2923,2923,1,75.0
5417,91530,49,2923,3,210.0
5418,91540,1097,2923,2,125.0
5419,91550,1096,2923,6,45.0
5420,91560,2923,2923,1,30.0
5421,91570,2047,2047,1,30.0
5422,91580,34,2626,8,90.625
5423,91590,2923,2923,1,40.0
5424,91600,2923,2923,1,10.0
5425,91610,2204,2923,2,30.0
5426,91620,2923,2923,1,60.0
5427,91630,2923,2923,1,10.0
5428,91640,2923,2923,1,15.0
5429,91650,2923,2923,1,20.0
5430,91660,2923,2923,1,30.0
5431,91670,2923,2923,2,185.0
5432,91680,2923,2923,1,80.0
5433,91690,2633,2923,3,30.0
5434,91700,58,2923,7,114.28571428571429
5435,91710,1,2923,8,543.75
5436,91720,366,2923,4,53.75
5437,91730,9,2923,3,83.33333333333333
5438,91740,1,2923,7,15.714285714285714
5439,91750,8,2923,9,56.666666666666664
5440,91760,309,2923,10,52.0
5441,91770,2206,2923,3,140.0
5442,91780,13,2923,3,80.0
5443,91790,1469,2923,5,42.0
5444,91800,2923,2923,1,40.0
5445,91810,2923,2923,1,60.0
5446,91820,1,2923,9,29.444444444444443
5447,91830,366,2923,9,218.88888888888889
5448,91840,1096,2923,2,20.0
5449,91850,2923,2923,1,25.0
5450,91860,2923,2923,1,30.0
5451,91870,1096,2923,2,150.0
5452,91880,2923,2923,1,50.0
5453,91900,2923,2923,1,600.0
5454,91910,2923,2923,1,60.0
5455,91920,2923,2923,1,100.0
5456,91940,101,2923,16,69.6875
5457,91950,2923,2923,1,30.0
5458,91960,13,2923,3,160.0
5459,91970,231,2923,8,11.25
5460,91980,1462,2923,5,48.0
5461,91990,366,2923,7,114.28571428571429
5462,92000,370,2923,2,200.0
5463,92010,731,2923,3,41.666666666666664
5464,92050,2192,2923,2,40.0
5465,92070,2923,2923,1,60.0
5466,92080,427,2923,3,26.666666666666668
5467,92090,1105,2923,5,105.0
5468,92100,2923,2923,1,10.0
5469,92110,2923,2923,1,20.0
5470,92120,2923,2923,1,30.0
5471,92130,2923,2923,1,15.0
5472,92150,1,2923,13,45.76923076923077
5473,92160,2923,2923,3,30.0
5474,92170,2923,2923,1,50.0
5475,92180,2923,2923,1,50.0
5476,92190,2923,2923,1,20.0
5477,92200,2923,2923,1,10.0
5478,92210,2923,2923,1,50.0
5479,92220,2923,2923,1,40.0
5480,92230,2923,2923,1,100.0
5481,92240,2923,2923,1,30.0
5482,92250,42,2923,8,50.0
5483,92270,21,2914,9,60.55555555555556
5484,92280,1841,2192,2,100.0
5485,92290,1462,2913,4,23.75
5486,92300,2913,2913,1,25.0
5487,92310,1462,2913,3,45.0
5488,92320,2547,2913,2,37.5
5489,92330,2913,2913,1,25.0
5490,92340,2913,2913,1,40.0
5491,92350,471,2582,2,175.0
5492,92360,2192,2912,2,80.0
5493,92370,2912,2912,1,40.0
5494,92390,2907,2907,1,60.0
5495,92400,2058,2907,2,20.0
5496,92410,2631,2907,2,125.0
5497,92420,2907,2907,1,20.0
5498,92430,2907,2907,1,50.0
5499,92440,2907,2907,1,50.0
5500,92450,2192,2907,2,27.5
5501,92460,2165,2907,3,31.666666666666668
5502,92470,2212,2907,2,20.0
5503,92480,2907,2907,1,40.0
5504,92490,2907,2907,1,20.0
5505,92500,2907,2907,1,25.0
5506,92510,366,2907,3,23.333333333333332
5507,92520,2907,2907,1,15.0
5508,92530,2058,2907,2,12.5
5509,92540,324,2907,6,36.666666666666664
5510,92550,2907,2907,1,20.0
5511,92570,2907,2907,1,30.0
5512,92580,2907,2907,1,40.0
5513,92590,2907,2907,1,30.0
5514,92600,2827,2907,2,55.0
5515,92610,2907,2907,1,30.0
5516,92620,2907,2907,1,40.0
5517,92630,2907,2907,1,100.0
5518,92660,731,2906,3,20.0
5519,92670,211,2906,6,41.666666666666664
5520,92680,2906,2906,1,10.0
5521,92690,2906,2906,1,20.0
5522,92700,2906,2906,1,10.0
5523,92710,2905,2905,1,20.0
5524,92720,1268,1268,1,50.0
5525,92730,2901,2901,1,20.0
5526,92740,2901,2901,1,25.0
5527,92750,2901,2901,1,25.0
5528,92760,2901,2901,1,25.0
5529,92770,2901,2901,1,10.0
5530,92780,2901,2901,1,20.0
5531,92790,1380,2901,2,25.0
5532,92800,2901,2901,1,10.0
5533,92810,1462,2901,3,28.333333333333332
5534,92820,2121,2901,4,47.5
5535,92830,2901,2901,1,30.0
5536,92840,2900,2900,1,5.0
5537,92850,2900,2900,1,70.0
5538,92870,2900,2900,1,10.0
5539,92880,2900,2900,1,20.0
5540,92890,2900,2900,1,20.0
5541,92900,2900,2900,1,30.0
5542,92910,1,2900,9,82.77777777777777
5543,92920,2058,2900,2,30.0
5544,92930,367,2900,8,21.25
5545,92940,2900,2900,1,50.0
5546,92950,1097,2900,3,16.666666666666668
5547,92960,2485,2900,2,12.5
5548,92970,2899,2899,1,30.0
5549,92980,2899,2899,1,50.0
5550,92990,2899,2899,1,40.0
5551,93000,7,2899,6,95.83333333333333
5552,93010,2204,2899,2,22.5
5553,93020,2899,2899,1,25.0
5554,93040,2899,2899,1,20.0
5555,93060,2319,2899,2,15.0
5556,93070,1,2899,7,160.71428571428572
5557,93080,2899,2899,1,25.0
5558,93090,2899,2899,1,30.0
5559,93100,1469,1469,1,30.0
5560,93130,2899,2899,1,15.0
5561,93140,3,2899,8,106.25
5562,93160,2898,2898,1,10.0
5563,93170,2898,2898,1,615.0
5564,93180,246,2894,8,28.125
5565,93190,2894,2894,1,30.0
5566,93200,2894,2894,1,30.0
5567,93210,1533,2894,3,16.666666666666668
5568,93220,2894,2894,1,25.0
5569,93230,2894,2894,1,15.0
5570,93250,2894,2894,1,10.0
5571,93260,2894,2894,1,10.0
5572,93270,273,2894,3,48.333333333333336
5573,93300,1827,2893,3,216.66666666666666
5574,93310,2892,2892,1,15.0
5575,93320,2892,2892,1,40.0
5576,93340,2219,2892,2,30.0
5577,93350,2892,2892,1,60.0
5578,93360,2192,2887,2,25.0
5579,93370,2887,2887,1,30.0
5580,93380,1,2887,3,31.666666666666668
5581,93390,2887,2887,1,50.0
5582,93400,2887,2887,1,15.0
5583,93410,2886,2886,1,25.0
5584,93430,2886,2886,1,500.0
5585,93440,2885,2885,1,5.0
5586,93450,2044,2885,2,22.5
5587,93460,2885,2885,1,20.0
5588,93470,1421,2884,3,36.666666666666664
5589,93480,2884,2884,1,10.0
5590,93490,770,770,1,30.0
5591,93500,1096,1322,2,60.0
5592,93510,1470,2200,3,55.0
5593,93520,8,2884,2,112.5
5594,93530,2253,2879,2,10.0
5595,93540,2879,2879,1,10.0
5596,93550,2879,2879,1,25.0
5597,93560,759,2879,6,294.1666666666667
5598,93610,2779,2779,1,30.0
5599,93630,731,2877,4,176.25
5600,93640,2872,2872,1,30.0
5601,93650,2375,2872,2,20.0
5602,93660,44,2872,8,25.625
5603,93670,2053,2872,2,40.0
5604,93690,2871,2871,1,20.0
5605,93700,1350,2192,8,50.0
5606,93710,2058,2058,1,100.0
5607,93720,1941,2865,2,75.0
5608,93740,1401,2864,2,40.0
5609,93760,2861,2861,1,15.0
5610,93770,2858,2858,1,20.0
5611,93790,261,2857,11,560.6272727272727
5612,93820,1192,2851,9,45.55555555555556
5613,93840,2204,2204,1,50.0
5614,93850,1724,2850,4,37.5
5615,93860,2850,2850,1,15.0
5616,93870,2850,2850,1,50.0
5617,93880,2848,2848,1,100.0
5618,93890,2843,2843,1,25.0
5619,93900,2843,2843,1,20.0
5620,93910,2535,2843,2,20.0
5621,93920,2843,2843,1,10.0
5622,93940,2192,2192,1,20.0
5623,93950,819,2843,4,100.0
5624,93960,2841,2841,1,10.0
5625,93970,1399,2841,2,35.0
5626,93990,2841,2841,1,20.0
5627,94000,2841,2841,1,40.0
5628,94010,2841,2841,1,50.0
5629,94020,2841,2841,1,30.0
5630,94030,2759,2841,2,15.0
5631,94050,2841,2841,1,50.0
5632,94060,2841,2841,1,30.0
5633,94070,1,2841,9,28.88888888888889
5634,94080,44,2841,6,55.833333333333336
5635,94090,1,2841,3,61.666666666666664
5636,94100,2841,2841,1,40.0
5637,94110,210,2841,5,100.0
5638,94120,1107,2841,3,86.66666666666667
5639,94130,2841,2841,1,30.0
5640,94140,2841,2841,1,50.0
5641,94150,2841,2841,1,30.0
5642,94160,1401,2841,6,28.333333333333332
5643,94170,2415,2837,2,45.0
5644,94180,1757,2837,4,32.5
5645,94200,679,2837,2,50.0
5646,94210,2837,2837,1,25.0
5647,94220,2197,2837,2,27.5
5648,94230,2837,2837,1,40.0
5649,94240,2542,2837,2,100.0
5650,94250,2836,2836,1,30.0
5651,94260,2836,2836,1,15.0
5652,94270,1750,2836,3,30.0
5653,94280,2802,2835,2,35.0
5654,94290,1210,2835,6,28.333333333333332
5655,94300,1504,2835,4,75.0
5656,94310,2835,2835,1,40.0
5657,94320,2835,2835,1,40.0
5658,94340,2745,2835,2,30.0
5659,94350,15,2835,7,90.0
5660,94360,1373,2835,3,43.333333333333336
5661,94370,2834,2834,1,30.0
5662,94380,2834,2834,1,150.0
5663,94390,793,2834,2,917.725
5664,94400,2480,2830,2,15.0
5665,94410,2830,2830,1,50.0
5666,94420,2194,2830,2,45.0
5667,94430,21,2830,19,70.52631578947368
5668,94440,2247,2830,3,35.0
5669,94450,2830,2830,1,40.0
5670,94460,2830,2830,1,25.0
5671,94470,2830,2830,1,30.0
5672,94480,2830,2830,1,50.0
5673,94490,2830,2830,1,25.0
5674,94500,1750,2830,2,30.0
5675,94510,1120,2830,2,15.0
5676,94520,1378,2830,3,15.0
5677,94530,2485,2830,2,100.0
5678,94540,2830,2830,1,75.0
5679,94550,2830,2830,1,40.0
5680,94560,327,2829,8,41.25
5681,94570,1407,2829,2,30.0
5682,94580,13,2829,10,27.0
5683,94590,2829,2829,1,25.0
5684,94600,2829,2829,1,30.0
5685,94610,2829,2829,1,20.0
5686,94620,56,2829,16,52.8125
5687,94630,2829,2829,1,15.0
5688,94640,2829,2829,1,25.0
5689,94650,2829,2829,1,40.0
5690,94670,2829,2829,1,20.0
5691,94680,129,2829,11,58.18181818181818
5692,94690,2829,2829,1,20.0
5693,94710,2828,2828,1,30.0
5694,94730,101,2827,5,42.0
5695,94740,2827,2827,1,15.0
5696,94750,1394,2827,3,50.0
5697,94760,436,2827,2,70.0
5698,94770,2827,2827,1,30.0
5699,94780,287,2827,3,25.0
5700,94790,2729,2827,2,50.0
5701,94800,192,2827,5,22.0
5702,94810,1100,2827,2,22.5
5703,94820,787,2827,6,18.333333333333332
5704,94830,2827,2827,1,20.0
5705,94840,1955,2827,4,75.0
5706,94860,294,2827,2,150.0
5707,94870,2822,2822,1,15.0
5708,94890,1743,2822,4,25.0
5709,94900,71,2822,3,36.666666666666664
5710,94910,2822,2822,1,10.0
5711,94920,2444,2822,2,20.0
5712,94930,2352,2822,2,30.0
5713,94940,2822,2822,1,20.0
5714,94950,1392,2822,2,20.0
5715,94960,2822,2822,1,10.0
5716,94970,2822,2822,1,20.0
5717,94980,2263,2822,4,16.25
5718,94990,2822,2822,1,40.0
5719,95000,2822,2822,1,15.0
5720,95010,2194,2821,2,45.0
5721,95020,2821,2821,1,40.0
5722,95030,2821,2821,1,40.0
5723,95050,2821,2821,1,10.0
5724,95060,2821,2821,1,30.0
5725,95070,8,2821,10,36.5
5726,95080,1373,2821,2,27.5
5727,95090,2821,2821,1,20.0
5728,95100,147,2821,7,35.0
5729,95110,2821,2821,1,20.0
5730,95120,2821,2821,1,20.0
5731,95130,842,2821,5,15.0
5732,95140,2821,2821,1,25.0
5733,95150,2821,2821,1,5.0
5734,95160,2821,2821,1,50.0
5735,95170,2438,2821,3,36.666666666666664
5736,95180,2821,2821,1,15.0
5737,95190,29,2821,8,56.875
5738,95200,366,2821,7,38.57142857142857
5739,95210,779,2821,7,40.0
5740,95220,91,2821,9,68.33333333333333
5741,95230,2821,2821,1,20.0
5742,95240,1934,2821,7,28.571428571428573
5743,95250,15,2821,13,10.0
5744,95260,1366,2821,6,24.166666666666668
5745,95280,2291,2821,2,17.5
5746,95290,339,2821,8,43.75
5747,95300,248,2821,8,32.5
5748,95310,1097,2821,5,32.0
5749,95320,623,2821,3,21.666666666666668
5750,95330,643,2821,7,18.571428571428573
5751,95340,2821,2821,1,10.0
5752,95350,94,2821,9,104.44444444444444
5753,95360,1170,2821,5,40.0
5754,95380,2821,2821,1,16.0
5755,95390,412,2821,5,30.0
5756,95400,2821,2821,1,15.0
5757,95410,2,2821,8,30.0
5758,95420,2821,2821,1,20.0
5759,95430,2821,2821,1,20.0
5760,95440,2821,2821,1,30.0
5761,95450,1862,2821,3,56.666666666666664
5762,95460,2194,2821,2,20.0
5763,95470,2435,2821,2,35.0
5764,95480,1850,2821,4,21.25
5765,95490,108,2821,8,74.75
5766,95500,2449,2821,2,10.0
5767,95510,2821,2821,1,50.0
5768,95520,643,2821,6,27.5
5769,95530,2821,2821,1,10.0
5770,95540,1827,2821,3,33.333333333333336
5771,95550,2204,2821,3,40.0
5772,95560,1120,2821,4,18.75
5773,95570,2288,2821,2,17.5
5774,95580,1462,2821,5,34.0
5775,95590,295,2820,3,26.666666666666668
5776,95600,2820,2820,1,10.0
5777,95610,374,2820,6,41.666666666666664
5778,95620,2820,2820,1,50.0
5779,95640,2820,2820,1,15.0
5780,95650,2478,2820,2,150.0
5781,95660,218,2820,7,28.571428571428573
5782,95680,2820,2820,1,40.0
5783,95700,434,2808,4,51.25
5784,95730,2814,2814,1,15.0
5785,95740,1357,2814,3,15.0
5786,95750,2814,2814,1,20.0
5787,95760,1946,2814,2,150.0
5788,95770,427,2814,2,35.0
5789,95780,374,2814,5,46.0
5790,95790,2444,2814,2,30.0
5791,95800,2284,2814,2,20.0
5792,95810,2814,2814,1,40.0
5793,95820,2121,2814,2,45.0
5794,95830,52,2814,21,19.714285714285715
5795,95840,2814,2814,1,15.0
5796,95850,2205,2814,2,17.5
5797,95860,2192,2814,2,22.5
5798,95870,2814,2814,1,20.0
5799,95880,265,2814,6,38.333333333333336
5800,95890,2568,2814,2,30.0
5801,95900,2567,2814,2,7.5
5802,95910,198,2814,3,48.333333333333336
5803,95920,1128,2814,2,20.0
5804,95930,2814,2814,1,20.0
5805,95940,2814,2814,1,40.0
5806,95950,34,2814,10,37.0
5807,95960,2814,2814,1,10.0
5808,95970,188,2814,16,91.25
5809,95980,289,2813,8,33.75
5810,95990,2407,2813,2,35.0
5811,96010,2194,2813,2,15.0
5812,96020,2813,2813,1,16.0
5813,96030,2254,2813,2,75.0
5814,96040,1491,2813,3,10.0
5815,96050,2813,2813,1,15.0
5816,96060,2813,2813,1,40.0
5817,96080,1514,2813,3,60.0
5818,96090,276,2813,10,34.5
5819,96100,2445,2813,2,50.0
5820,96110,2813,2813,1,40.0
5821,96120,2449,2813,4,32.5
5822,96140,2813,2813,1,20.0
5823,96160,2813,2813,1,100.0
5824,96170,199,2813,8,23.75
5825,96180,2813,2813,1,25.0
5826,96190,793,2813,8,28.125
5827,96200,1533,2813,7,13.571428571428571
5828,96220,31,1104,3,30.0
5829,96290,2812,2812,1,30.0
5830,96300,541,2812,11,49.54545454545455
5831,96310,1948,2812,2,40.0
5832,96320,147,2812,14,39.285714285714285
5833,96340,8,2812,8,287.5
5834,96350,2812,2812,1,60.0
