,recêncy,frequency,amount
65100,3233,1,3.4011973816621555
65110,3230,1,2.995732273553991
65120,2557,2,3.6888794541139363
65130,3230,1,2.302585092994046
65140,1843,5,4.219507705176107
65150,3230,1,3.912023005428146
65160,3230,1,4.605170185988092
65170,1,8,3.0265039322207445
65180,28,2,3.912023005428146
65190,2205,2,3.2188758248682006
65200,3229,1,3.2188758248682006
65210,1378,2,3.1135153092103742
65220,3229,1,2.995732273553991
65230,10,7,3.6147714819602146
65240,3220,1,2.70805020110221
65250,3,9,4.295015257684252
65260,2935,4,3.3141860046725258
65270,1401,2,2.70805020110221
65280,162,8,3.607533814659984
65290,2235,3,3.912023005428146
65300,2058,2,3.2188758248682006
65320,3219,1,2.70805020110221
65340,3082,2,4.051784947803305
65380,2081,1,3.8066624897703196
65420,2843,2,3.5553480614894135
65430,3216,1,2.995732273553991
65440,3216,1,2.995732273553991
65450,1107,3,3.3440389678222067
65460,3216,1,2.995732273553991
65470,1042,3,3.283414346005772
65480,49,10,4.836281906951478
65490,3216,1,3.912023005428146
65500,3216,1,3.4011973816621555
65510,2561,3,3.4011973816621555
65520,3216,1,2.302585092994046
65530,3216,1,3.4011973816621555
65540,2821,2,3.4011973816621555
65550,3216,1,2.995732273553991
65560,3216,1,2.995732273553991
65570,2192,3,3.506557897319982
65580,3216,1,2.302585092994046
65590,2568,2,3.2188758248682006
65600,3216,1,3.912023005428146
65610,2494,3,4.382026634673881
65620,366,5,3.4657359027997265
65630,339,7,3.447717397297048
65640,380,7,4.647134385087123
65650,1743,2,3.2188758248682006
65680,2123,4,2.7880929087757464
65690,3213,1,3.4011973816621555
65700,2037,3,1.6094379124341003
65710,1387,2,2.302585092994046
65720,1,7,3.6147714819602146
65730,2557,2,3.4011973816621555
65740,3212,1,2.302585092994046
65750,3212,1,2.995732273553991
65760,3212,1,3.5553480614894135
65770,2422,3,3.4011973816621555
65780,1836,3,3.455264602932431
65790,3212,1,2.70805020110221
65800,3212,1,3.2188758248682006
65810,1892,3,3.3440389678222067
65820,3212,1,3.4011973816621555
65830,973,10,5.438079308923196
65840,2275,3,3.6018680771243066
65850,380,8,3.056356895370426
65860,92,2,2.70805020110221
65870,3212,1,2.70805020110221
65880,3212,1,3.6888794541139363
65890,323,14,4.0329756158458085
65900,1150,2,3.4011973816621555
65910,3212,1,4.605170185988092
65920,2058,4,3.3586377672433594
65930,1392,3,3.6463198396951406
65940,587,7,3.912023005428146
65950,1198,3,2.8134107167600364
65960,3209,1,3.4011973816621555
65970,3209,1,2.995732273553991
65980,616,3,2.8134107167600364
65990,3209,1,2.302585092994046
66000,379,3,4.339467020255086
66010,2284,6,3.4011973816621555
66020,267,10,3.1354942159291497
66030,3209,1,3.912023005428146
66040,273,2,3.8607297110405954
66050,2592,3,2.908720896564361
66060,3034,2,3.6888794541139363
66070,343,9,3.5393477201429726
66080,3209,1,2.995732273553991
66090,2093,4,4.007333185232471
66100,3209,1,3.4011973816621555
66110,2998,2,3.2188758248682006
66120,2787,2,3.1135153092103742
66130,3209,1,3.912023005428146
66140,1387,3,3.506557897319982
66150,1190,4,3.1675825304806504
66160,926,5,3.912023005428146
66170,374,6,3.7689221617874726
66180,1841,5,3.0737113148705797
66190,406,3,3.9448128282511368
66200,1549,8,3.912023005428146
66210,374,5,3.332204510175204
66220,279,9,3.4011973816621555
66230,1757,5,3.332204510175204
66240,1385,6,2.5257286443082556
66250,2458,2,3.5553480614894135
66260,1750,5,2.995732273553991
66270,3209,1,2.995732273553991
66280,3209,1,2.302585092994046
66290,307,10,3.3843902633457743
66310,77,2,3.912023005428146
66320,279,9,3.912023005428146
66330,1827,4,3.481240089335692
66340,731,7,3.5553480614894135
66350,2633,2,3.2188758248682006
66360,2820,2,3.481240089335692
66370,1380,4,3.056356895370426
66380,2722,2,2.995732273553991
66390,1,6,3.787970356758167
66400,1317,2,2.302585092994046
66410,2557,7,3.575550768806933
66420,2072,4,3.4420193761824107
66430,2282,4,3.4011973816621555
66450,1373,6,3.624340932976365
66460,1996,2,3.3141860046725258
66470,3206,1,3.912023005428146
66480,3206,1,2.995732273553991
66490,1442,6,4.108137884354437
66510,2074,2,3.5553480614894135
66520,3206,1,3.5553480614894135
66530,731,7,3.4011973816621555
66540,2270,2,4.007333185232471
66550,3206,1,2.995732273553991
66560,1435,4,3.4011973816621555
66570,2450,2,3.6888794541139363
66580,993,14,3.6977684015311825
66590,58,2,4.174387269895637
66600,2065,2,3.4011973816621555
66610,3206,1,2.995732273553991
66620,2445,2,3.4011973816621555
66630,1401,2,2.70805020110221
66640,967,3,3.8066624897703196
66650,69,9,3.3440389678222067
66660,849,3,3.8781214537524646
66670,3206,1,2.995732273553991
66680,1120,2,2.995732273553991
66690,2450,2,2.70805020110221
66700,2065,2,3.3141860046725258
66710,3206,1,2.302585092994046
66720,105,6,3.373026504695459
66730,3206,1,2.70805020110221
66740,2975,2,3.1135153092103742
66750,2923,2,2.8622008809294686
66760,2729,2,3.4011973816621555
66770,1371,3,2.8134107167600364
66780,2082,2,2.8622008809294686
66790,1380,4,3.7784916128036232
66800,3206,1,3.5553480614894135
66810,178,7,4.583508689206912
66820,596,5,3.258096538021482
66830,2435,2,3.481240089335692
66840,1217,6,3.787970356758167
66850,1190,8,3.764102875351524
66870,2802,2,3.912023005428146
66880,23,9,2.70805020110221
66900,2074,2,2.70805020110221
66910,2582,3,4.2243976904702984
66920,79,8,3.469634543215384
66930,9,9,3.6888794541139363
66940,625,8,3.1135153092103742
66950,3206,1,2.302585092994046
66960,3206,1,3.5553480614894135
66970,157,2,3.2188758248682006
66980,234,3,3.9765615265657175
66990,3206,1,5.298317366548036
67000,1491,4,4.605170185988092
67010,1827,3,3.283414346005772
67020,3206,1,3.6888794541139363
67030,1563,4,3.4420193761824107
67040,2567,2,2.8622008809294686
67050,1473,4,3.6888794541139363
67060,546,8,2.70805020110221
67070,847,4,3.1675825304806504
67080,3206,1,3.4011973816621555
67090,161,11,3.884371474097636
67100,2201,3,3.283414346005772
67110,1652,6,2.762117422372486
67120,3206,1,2.302585092994046
67130,2746,3,3.8430301339411947
67140,101,6,3.455264602932431
67150,828,5,3.6888794541139363
67160,3201,1,4.605170185988092
67170,265,9,3.7816611875649024
67180,1708,4,2.70805020110221
67190,2619,2,3.8066624897703196
67200,2449,2,3.1135153092103742
67210,1857,4,3.056356895370426
67220,966,4,3.71965111278069
67230,57,14,4.6122876537569555
67240,3201,1,2.70805020110221
67250,1115,3,2.2335922215070942
67260,1385,4,3.886705197443856
67280,71,3,3.506557897319982
67290,1029,7,3.1600353248452673
67300,2557,2,4.8283137373023015
67310,1401,2,3.6888794541139363
67320,735,3,4.553876891600541
67330,1115,2,3.912023005428146
67340,3200,1,3.912023005428146
67350,154,9,3.616905954488847
67360,2557,2,4.007333185232471
67380,3200,1,1.6094379124341003
67390,3200,1,3.5553480614894135
67400,1126,2,2.70805020110221
67410,3199,1,3.912023005428146
67420,2387,2,2.5257286443082556
67430,182,8,3.624340932976365
67440,1155,16,4.057205015272644
67450,3199,1,3.5553480614894135
67460,15,10,4.007333185232471
67470,3199,1,3.4011973816621555
67480,3199,1,3.5553480614894135
67490,2760,2,3.8607297110405954
67500,1371,3,3.2188758248682006
67510,2682,2,3.2188758248682006
67520,343,8,3.6888794541139363
67540,8,8,4.248495242049359
67550,2046,2,3.1135153092103742
67560,366,9,3.1498829533812494
67570,8,11,4.387692372209559
67580,1107,4,3.2188758248682006
67590,3199,1,3.6888794541139363
67600,2626,2,3.8607297110405954
67610,3199,1,2.995732273553991
67620,15,14,3.247046701834897
67630,3199,1,3.912023005428146
67640,2466,2,3.4011973816621555
67650,143,14,3.7578723256008875
67660,3199,1,3.2188758248682006
67670,994,10,4.382026634673881
67680,1941,3,4.605170185988092
67690,464,5,3.1780538303479458
67700,3199,1,3.4011973816621555
67710,731,3,2.70805020110221
67720,15,5,2.3978952727983707
67740,3199,1,2.302585092994046
67760,3198,1,3.2188758248682006
67780,554,3,5.91350300563827
67790,1141,6,3.912023005428146
67800,34,10,3.597312260588446
67810,3198,1,2.995732273553991
67820,3198,1,2.302585092994046
67840,1115,7,3.6525118099430616
67850,366,7,3.3011139231051727
67860,2557,3,3.9448128282511368
67870,3198,1,3.5553480614894135
67880,1387,2,3.4011973816621555
67890,464,6,2.953172659135195
67900,1884,4,2.8622008809294686
67910,1107,6,4.350277936359301
67920,14,8,3.4011973816621555
67930,3198,1,3.5553480614894135
67950,3198,1,3.4011973816621555
67960,3198,1,2.70805020110221
67970,3198,1,2.302585092994046
67980,1,9,3.506557897319982
68000,87,6,3.8430301339411947
68020,2557,1,5.0106352940962555
68030,1371,1,3.912023005428146
68090,3192,1,3.4011973816621555
68100,3192,1,2.995732273553991
68110,2557,2,3.1135153092103742
68120,1394,3,4.037186148382152
68130,408,7,3.8379150332744243
68140,216,9,4.576999309021395
68150,454,9,3.455264602932431
68160,2352,2,3.1135153092103742
68170,3191,1,3.912023005428146
68180,3191,1,5.0106352940962555
68190,128,11,4.774107112376393
68210,3,10,3.295836866004329
68220,1380,2,3.960813169597578
68240,3188,1,3.4011973816621555
68250,283,3,3.6018680771243066
68260,3188,1,2.70805020110221
68270,3082,2,2.302585092994046
68280,1514,5,3.4011973816621555
68290,3188,1,2.70805020110221
68300,793,3,3.9765615265657175
68310,1371,3,3.8066624897703196
68320,1394,2,2.8622008809294686
68330,3188,1,3.4011973816621555
68340,765,2,3.4011973816621555
68360,3188,1,3.4011973816621555
68370,2570,2,2.995732273553991
68380,3188,1,3.4011973816621555
68390,273,6,3.036554268074246
68400,31,9,4.499809670330265
68420,1097,5,3.091042453358316
68450,2192,1,4.605170185988092
68460,3186,1,3.912023005428146
68470,3186,1,2.302585092994046
68480,279,7,3.470190253149107
68490,3186,1,3.5553480614894135
68500,289,3,3.4011973816621555
68510,1265,2,3.5553480614894135
68520,2961,2,3.912023005428146
68530,3186,1,3.912023005428146
68540,3186,1,2.995732273553991
68550,3186,1,2.70805020110221
68560,3186,1,2.70805020110221
68570,1378,3,4.360973225476049
68590,3,3,3.912023005428146
68600,1486,4,2.70805020110221
68620,1934,3,3.1498829533812494
68630,1899,8,3.2435684374585723
68640,2935,2,4.553876891600541
68650,3069,2,3.2188758248682006
68660,471,6,3.8430301339411947
68670,3185,1,3.6888794541139363
68690,1848,5,3.8501476017100584
68700,48,10,3.068052935133617
68710,3185,1,3.5553480614894135
68720,2200,3,3.8430301339411947
68730,2121,3,2.8134107167600364
68740,2079,5,2.302585092994046
68750,289,3,3.455264602932431
68760,2121,3,3.6463198396951406
68770,2275,3,3.4011973816621555
68790,1366,2,3.7495040759303713
68810,1750,3,3.7689221617874726
68820,343,8,4.029806041084529
68830,3180,1,2.70805020110221
68840,1407,3,3.506557897319982
68850,2072,3,2.995732273553991
68860,623,2,3.4011973816621555
68870,2452,2,3.8066624897703196
68880,3180,1,3.2188758248682006
68890,735,4,3.5553480614894135
68900,295,7,4.020236590068379
68910,3180,1,3.4011973816621555
68920,295,4,3.518980417318539
68930,3180,1,3.2188758248682006
68940,3180,1,3.6888794541139363
68950,3180,1,2.70805020110221
68960,3180,1,2.995732273553991
68970,1387,2,3.3141860046725258
68980,370,5,3.7612001156935624
68990,3180,1,3.912023005428146
69000,108,10,2.6741486494265287
69010,3180,1,2.995732273553991
69020,2297,2,2.70805020110221
69030,23,11,3.9210728409480637
69040,2373,3,3.0757749812275277
69050,2550,2,3.8066624897703196
69070,27,11,3.181834553187852
69080,2961,2,2.70805020110221
69090,3180,1,3.912023005428146
69100,3180,1,2.70805020110221
69110,3180,1,2.302585092994046
69120,1477,5,3.4657359027997265
69130,2410,2,2.995732273553991
69140,3180,1,2.302585092994046
69150,3180,1,2.302585092994046
69160,3180,1,2.70805020110221
69170,1063,3,3.506557897319982
69180,731,3,3.2321210516182215
69190,2947,2,4.007333185232471
69200,3180,1,1.6094379124341003
69210,41,5,4.07753744390572
69220,31,9,3.631721040273988
69230,918,3,3.283414346005772
69240,1167,3,3.1498829533812494
69250,3179,1,2.995732273553991
69260,3179,1,2.995732273553991
69270,210,3,3.4011973816621555
69280,3179,1,3.912023005428146
69290,290,8,2.474435349920705
69300,3179,1,2.995732273553991
69310,3179,1,2.70805020110221
69320,3,10,1.9315214116032138
69330,2025,2,3.2188758248682006
69340,731,7,3.492169159867882
69350,3179,1,3.4011973816621555
69360,3179,1,3.258096538021482
69370,833,7,4.799326200429049
69380,2366,3,4.605170185988092
69390,2935,2,3.4011973816621555
69400,252,8,3.380143972464323
69410,1708,6,4.022371062597012
69420,2669,2,3.6888794541139363
69430,3179,1,2.995732273553991
69440,1,7,5.220355825078324
69450,1077,4,3.71965111278069
69460,15,9,3.3634570536793085
69470,2557,3,3.6888794541139363
69480,1120,3,3.912023005428146
69490,3178,1,3.2188758248682006
69500,793,6,3.8066624897703196
69510,2963,2,2.995732273553991
69520,406,8,4.051784947803305
69530,366,7,3.5136753650888455
69540,3178,1,3.912023005428146
69550,601,4,3.4011973816621555
69560,3178,1,3.4011973816621555
69570,940,3,3.7297014486341915
69580,3178,1,2.995732273553991
69590,289,7,3.1898882879949486
69600,2360,2,3.4011973816621555
69610,3004,2,3.3141860046725258
69620,1366,5,3.091042453358316
69630,2194,2,2.8622008809294686
69640,98,9,4.6162200221746765
69660,1371,2,3.624340932976365
69670,1077,12,3.543371870442698
69680,3178,1,2.995732273553991
69690,3178,1,3.2188758248682006
69700,170,8,3.56953269648137
69710,3178,1,2.70805020110221
69720,1836,7,3.8976342679760463
69730,1126,3,3.2188758248682006
69740,2086,3,3.283414346005772
69750,1380,3,3.1498829533812494
69760,3178,1,3.4011973816621555
69770,1850,5,3.6375861597263857
69780,2992,2,3.4011973816621555
69790,185,9,3.4897507790036006
69800,272,3,3.8066624897703196
69810,289,7,4.07024701064304
69820,3178,1,2.995732273553991
69830,2478,3,3.283414346005772
69840,209,5,3.258096538021482
69850,1107,2,2.302585092994046
69860,3178,1,2.70805020110221
69870,2038,2,2.8622008809294686
69880,828,4,3.518980417318539
69890,3178,1,3.5553480614894135
69900,3178,1,2.302585092994046
69910,1029,7,3.3524072174927233
69920,295,4,3.8066624897703196
69930,374,10,3.295836866004329
69950,3178,1,2.70805020110221
69970,1358,2,3.7495040759303713
69990,2438,2,4.051784947803305
70000,2589,2,3.2188758248682006
70020,3178,1,2.995732273553991
70030,402,8,3.2676659890376327
70040,3178,1,2.302585092994046
70050,2458,3,3.283414346005772
70060,2,9,4.605170185988092
70070,3178,1,3.912023005428146
70080,294,2,3.3141860046725258
70090,3178,1,3.6888794541139363
70100,2038,2,2.995732273553991
70110,798,6,3.2516656476911914
70120,3178,1,2.302585092994046
70130,1380,4,3.4011973816621555
70140,457,8,3.380143972464323
70150,2366,2,3.2188758248682006
70160,153,9,4.056604234239254
70170,3177,1,3.4011973816621555
70190,2841,3,3.6463198396951406
70200,3177,1,3.4011973816621555
70210,3177,1,2.995732273553991
70220,210,8,3.8738017926079484
70230,31,10,3.6109179126442243
70240,133,9,2.5032557884561966
70250,2072,2,3.5553480614894135
70260,272,4,3.4011973816621555
70270,283,4,3.481240089335692
70280,294,3,3.6888794541139363
70300,1470,4,2.995732273553991
70310,1462,5,3.871201010907891
70320,3174,1,2.995732273553991
70330,3174,1,3.5553480614894135
70340,2408,3,2.70805020110221
70350,3174,1,2.995732273553991
70360,3173,1,2.302585092994046
70370,3173,1,2.995732273553991
70380,1385,2,2.995732273553991
70390,623,4,3.960813169597578
70400,3173,1,2.302585092994046
70410,3173,1,2.995732273553991
70420,324,5,3.8501476017100584
70430,205,7,4.140864577856994
70440,2284,3,3.7689221617874726
70450,2550,2,3.7495040759303713
70460,3173,1,4.605170185988092
70470,1394,3,3.6018680771243066
70480,3172,1,3.6888794541139363
70500,3172,1,2.302585092994046
70510,1106,5,3.58351893845611
70520,2065,2,3.5553480614894135
70530,2970,2,3.7495040759303713
70540,318,5,4.007333185232471
70560,1399,2,3.2188758248682006
70570,402,4,3.960813169597578
70590,1071,10,2.6026896854443837
70600,3073,2,3.6888794541139363
70610,3172,1,2.995732273553991
70620,618,5,3.5263605246161616
70630,13,8,4.334017415487521
70640,3171,1,3.912023005428146
70650,2935,2,4.007333185232471
70690,3171,1,3.4011973816621555
70700,2947,2,3.5553480614894135
70710,1906,4,3.8066624897703196
70720,3171,1,2.0794415416798357
70730,3171,1,3.4011973816621555
70750,982,7,3.5347287742866778
70760,3171,1,4.605170185988092
70770,2827,2,3.912023005428146
70780,1380,2,3.1135153092103742
70790,3166,1,2.70805020110221
70800,3166,1,3.4011973816621555
70810,1514,5,3.4657359027997265
70820,2345,2,2.5257286443082556
70830,1373,2,3.3141860046725258
70840,3166,1,3.912023005428146
70850,2282,3,3.4011973816621555
70860,583,4,4.471638793363569
70870,2123,3,3.8430301339411947
70880,961,10,3.828641396489095
70890,1394,3,3.3440389678222067
70900,34,10,3.8066624897703196
70910,3166,1,3.2188758248682006
70920,2053,2,2.8622008809294686
70930,2557,2,4.007333185232471
70940,287,4,5.2665686682334565
70950,3166,1,2.995732273553991
70960,2284,3,3.283414346005772
70970,3166,1,3.4011973816621555
70980,1,3,3.912023005428146
71000,1,8,3.924445525426703
71010,2438,2,2.8622008809294686
71020,2444,2,2.995732273553991
71030,3166,1,3.6888794541139363
71040,625,2,2.8622008809294686
71050,2998,2,4.007333185232471
71060,367,4,3.3586377672433594
71070,246,2,3.8066624897703196
71080,374,8,3.7784916128036232
71090,2452,2,3.2188758248682006
71100,1037,3,2.908720896564361
71110,2827,2,3.8066624897703196
71120,388,7,2.7990219793079367
71130,1055,7,3.670860948611258
71140,62,9,3.8430301339411947
71150,374,3,2.995732273553991
71180,3166,1,3.6888794541139363
71190,1115,2,3.5553480614894135
71200,3166,1,3.4011973816621555
71210,69,9,3.43756502583303
71220,1630,3,2.908720896564361
71240,3166,1,2.995732273553991
71250,216,6,2.995732273553991
71260,3165,1,2.302585092994046
71270,3165,1,3.2188758248682006
71280,1211,7,3.7239707739252066
71310,293,8,3.984343667007772
71320,3165,1,2.995732273553991
71330,3165,1,3.2188758248682006
71340,1385,2,3.4011973816621555
71350,15,26,3.475305353815877
71360,6,8,5.744604469176457
71390,3164,1,2.70805020110221
71400,3164,1,2.70805020110221
71410,3164,1,3.6888794541139363
71420,1261,7,4.475712118751205
71430,3164,1,2.995732273553991
71450,1096,5,3.4011973816621555
71460,2445,2,3.4011973816621555
71480,1869,2,3.2188758248682006
71490,601,4,3.8066624897703196
71500,2058,1,3.4011973816621555
71510,2214,2,3.4011973816621555
71520,3164,1,4.8283137373023015
71550,758,11,3.1074362631339922
71560,3135,1,3.5553480614894135
71570,1717,4,3.3141860046725258
71580,3125,1,3.912023005428146
71590,3132,1,2.995732273553991
71600,545,3,3.8066624897703196
71610,1387,2,3.4011973816621555
71620,24,9,3.8781214537524646
71630,854,5,2.8903717578961645
71640,366,2,3.4011973816621555
71650,1399,3,3.6888794541139363
71660,3159,1,3.5553480614894135
71670,430,3,3.4011973816621555
71680,15,4,3.3586377672433594
71690,2380,3,3.6888794541139363
71700,1373,3,3.7689221617874726
71710,2879,2,2.70805020110221
71720,3159,1,3.4011973816621555
71730,632,5,3.1780538303479458
71740,464,7,3.2744456760230114
71750,2373,5,3.4011973816621555
71760,1387,3,3.1498829533812494
71770,1399,3,3.506557897319982
71780,3159,1,2.995732273553991
71790,30,9,4.382026634673881
71800,3159,1,2.302585092994046
71820,3159,1,2.995732273553991
71830,2291,6,3.578878558899608
71850,2200,4,2.995732273553991
71860,3159,1,3.6888794541139363
71870,3159,1,2.70805020110221
71880,3,10,3.871201010907891
71890,3159,1,3.912023005428146
71910,295,4,3.2188758248682006
71920,2058,2,3.6888794541139363
71930,3159,1,3.4011973816621555
71940,3158,1,2.995732273553991
71950,252,9,4.6592374072583675
71970,24,9,3.283414346005772
71980,2923,2,2.70805020110221
71990,3158,1,3.5553480614894135
72000,617,12,6.001827334143528
72010,1378,2,3.624340932976365
72020,3157,1,2.995732273553991
72030,2047,2,3.6888794541139363
72040,3157,1,2.302585092994046
72060,3157,1,2.302585092994046
72070,3157,1,2.995732273553991
72080,1416,7,4.106179019869104
72090,3157,1,3.4011973816621555
72100,755,6,3.455264602932431
72110,3157,1,3.6888794541139363
72130,1289,6,3.9920657131016823
72140,3157,1,3.6888794541139363
72150,3096,2,2.70805020110221
72160,574,8,3.657130755799356
72170,3157,1,3.2188758248682006
72180,2087,2,2.70805020110221
72190,283,4,3.624340932976365
72200,3157,1,2.995732273553991
72210,1399,2,2.995732273553991
72220,3157,1,2.302585092994046
72230,2254,4,3.2188758248682006
72240,3157,1,2.995732273553991
72250,189,6,3.283414346005772
72260,3157,1,3.6888794541139363
72270,3157,1,2.302585092994046
72280,3157,1,3.912023005428146
72290,2199,4,3.7784916128036232
72300,3157,1,3.4011973816621555
72310,1392,2,3.8066624897703196
72320,3157,1,2.995732273553991
72330,2373,2,3.3141860046725258
72340,3157,1,3.2188758248682006
72350,755,3,3.9765615265657175
72360,1126,3,2.995732273553991
72370,2428,2,2.302585092994046
72380,2557,2,3.2188758248682006
72390,3157,1,2.302585092994046
72400,3157,1,2.995732273553991
72410,1122,3,4.4620693423474185
72420,3157,1,2.995732273553991
72430,1392,3,3.1498829533812494
72450,2277,4,4.7770204429147505
72460,1387,3,3.506557897319982
72470,3156,1,2.995732273553991
72480,2961,2,3.5553480614894135
72490,1385,3,3.6018680771243066
72500,3156,1,2.70805020110221
72510,3156,1,3.4173987610001633
72520,3156,1,3.4011973816621555
72530,62,8,4.72849340202009
72540,2058,2,3.4011973816621555
72550,3156,1,2.70805020110221
72560,35,10,3.332204510175204
72570,3156,1,2.302585092994046
72580,55,5,3.713572066704308
72590,1204,4,3.4011973816621555
72600,3156,1,2.302585092994046
72610,2044,2,2.995732273553991
72620,3153,1,2.995732273553991
72630,3081,2,2.995732273553991
72640,1932,3,3.455264602932431
72650,3153,1,2.995732273553991
72660,2053,2,3.2188758248682006
72670,199,10,3.295836866004329
72680,2968,2,3.6888794541139363
72690,3153,1,2.995732273553991
72700,3153,1,2.70805020110221
72720,3153,1,2.995732273553991
72730,2086,4,3.984343667007772
72740,2813,2,3.4011973816621555
72750,2478,3,3.283414346005772
72760,2821,2,4.135166556742356
72770,1547,5,3.713572066704308
72780,1,5,4.07753744390572
72790,2457,2,3.1135153092103742
72800,2926,2,3.5115454388310208
72810,1899,6,3.455264602932431
72820,835,4,2.8622008809294686
72830,3153,1,2.302585092994046
72840,1885,3,2.908720896564361
72850,231,4,3.1135153092103742
72860,2570,2,2.70805020110221
72870,3153,1,2.995732273553991
72880,2820,2,3.6888794541139363
72890,3153,1,2.302585092994046
72900,79,15,2.268683541318364
72910,3153,1,2.302585092994046
72920,3153,1,2.302585092994046
72930,2746,3,3.4011973816621555
72940,3153,1,2.995732273553991
72960,248,7,3.1898882879949486
72980,276,10,2.760009940032921
72990,1736,3,3.455264602932431
73000,3152,1,3.4011973816621555
73010,211,5,4.07753744390572
73020,3152,1,2.995732273553991
73030,62,9,3.831053942894479
73040,9,13,4.0943445622221
73050,15,9,5.1025727894219415
73060,3152,1,3.4011973816621555
73070,2407,2,4.174387269895637
73080,182,4,3.4420193761824107
73090,290,2,3.5553480614894135
73100,1190,6,3.2188758248682006
73110,3152,1,3.5553480614894135
73120,2204,2,2.995732273553991
73130,342,9,4.017383521085972
73140,3152,1,3.2188758248682006
73150,2050,2,4.31748811353631
73160,3152,1,5.298317366548036
73170,408,2,6.745236349484363
73180,3151,1,3.4011973816621555
73190,3151,1,2.995732273553991
73200,335,4,3.3141860046725258
73210,2058,2,2.302585092994046
73220,1360,3,2.120263536200091
73230,276,3,3.6018680771243066
73240,3103,2,2.70805020110221
73250,281,2,3.5553480614894135
73260,3151,1,3.2188758248682006
73270,1106,2,4.007333185232471
73280,3151,1,3.912023005428146
73290,962,10,3.349904087274605
73300,3150,1,2.995732273553991
73310,3150,1,3.4011973816621555
73320,2561,3,3.6888794541139363
73330,9,9,3.912023005428146
73340,3150,1,2.70805020110221
73350,2760,2,3.912023005428146
73360,1556,2,3.5553480614894135
73370,1226,6,4.037186148382152
73380,3150,1,3.912023005428146
73390,2961,2,3.1135153092103742
73400,3150,1,2.995732273553991
73420,2457,3,3.4011973816621555
73430,940,6,3.283414346005772
73440,3146,1,2.995732273553991
73450,3146,1,3.2188758248682006
73460,731,7,3.247046701834897
73470,3146,1,2.995732273553991
73480,2901,2,2.302585092994046
73500,1394,2,3.912023005428146
73510,861,5,2.8903717578961645
73520,14,9,3.4726563456443005
73530,3146,1,2.302585092994046
73540,2053,2,3.8066624897703196
73550,3146,1,2.302585092994046
73560,2408,3,3.912023005428146
73570,3146,1,3.5553480614894135
73580,974,4,3.7784916128036232
73590,3146,1,3.912023005428146
73600,1568,6,3.4011973816621555
73610,2211,3,3.283414346005772
73620,3146,1,2.995732273553991
73630,2731,2,2.995732273553991
73640,793,3,4.248495242049359
73650,896,3,3.283414346005772
73660,1897,3,2.70805020110221
73670,1623,8,3.2911964864478267
73680,273,10,3.8066624897703196
73690,2282,2,3.2188758248682006
73700,3146,1,3.912023005428146
73710,3146,1,3.4011973816621555
73720,856,4,3.8607297110405954
73730,2100,3,3.6888794541139363
73740,2561,3,3.506557897319982
73750,3146,1,3.6888794541139363
73760,3146,1,2.995732273553991
73770,1941,5,2.653241964607215
73780,175,5,3.4339872044851463
73790,3146,1,3.2188758248682006
73800,1462,3,2.302585092994046
73810,3146,1,3.4011973816621555
73820,758,11,3.7862536181391127
73830,3146,1,3.4011973816621555
73840,3146,1,4.605170185988092
73850,289,9,2.9675613965872945
73860,3146,1,3.6888794541139363
73880,275,7,3.3270894095084333
73890,3145,1,2.995732273553991
73900,3145,1,3.6888794541139363
73910,2438,2,3.1135153092103742
73920,3145,1,3.6888794541139363
73930,1387,4,3.3141860046725258
73940,2065,2,2.995732273553991
73950,2081,5,2.833213344056216
73980,3144,1,3.4011973816621555
73990,1387,2,2.70805020110221
74000,2004,2,2.302585092994046
74010,105,4,3.8066624897703196
74020,268,10,2.9444389791664403
74030,3144,1,2.995732273553991
74050,2550,3,3.3440389678222067
74060,2821,2,3.2188758248682006
74070,632,5,3.258096538021482
74080,2939,2,7.495541943884256
74100,3139,1,3.6888794541139363
74110,3139,1,3.2188758248682006
74120,2473,2,3.2188758248682006
74130,3139,1,2.302585092994046
74150,294,2,4.174387269895637
74160,1892,3,3.4011973816621555
74170,3139,1,2.995732273553991
74180,2065,2,2.995732273553991
74190,3139,1,2.995732273553991
74200,3139,1,3.4011973816621555
74210,3139,1,3.912023005428146
74230,184,2,2.70805020110221
74240,3139,1,3.912023005428146
74250,702,6,3.1498829533812494
74260,1211,3,3.912023005428146
74270,3138,1,3.4011973816621555
74280,1128,3,2.995732273553991
74290,3138,1,2.70805020110221
74300,3138,1,3.4011973816621555
74310,3138,1,3.6888794541139363
74320,1387,2,2.302585092994046
74330,3138,1,2.833213344056216
74340,1465,4,3.518980417318539
74350,3138,1,2.70805020110221
74370,3137,1,3.2188758248682006
74380,366,3,3.5553480614894135
74390,1926,3,4.148411783492376
74400,2821,2,3.2188758248682006
74410,2459,3,3.912023005428146
74420,1752,5,3.4011973816621555
74430,2438,2,3.481240089335692
74440,1147,6,3.373026504695459
74450,3137,1,3.4011973816621555
74460,1,8,3.8738017926079484
74470,1,8,2.7880929087757464
74480,1401,3,2.5902671654458267
74490,2570,3,2.302585092994046
74500,289,3,2.8134107167600364
74510,3137,1,3.6888794541139363
74520,2109,4,3.2188758248682006
74540,272,2,3.2188758248682006
74550,2235,3,3.8430301339411947
74560,1392,3,3.7689221617874726
74570,3136,1,2.70805020110221
74580,2443,2,2.995732273553991
74590,3136,1,3.2188758248682006
74600,2557,4,3.7495040759303713
